// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Sources\Projects\TestSolution\bin\Release\netcoreapp3.1\5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3
// command took 4,68s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Sources\Projects\TestSolution\bin\Release\netcoreapp3.1\5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3
// command took 7,77s and exited with 0
// ***** Done, took 00:00:13 (13.76 sec)   *****
// Found 3 benchmarks:
//   BenchmarkClass.SampleMethodSortedList: DefaultJob
//   BenchmarkClass.SampleMethodDictionary: DefaultJob
//   BenchmarkClass.SampleMethodHashset: DefaultJob

// **************************
// Benchmark: BenchmarkClass.SampleMethodSortedList: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3.dll" --benchmarkName "TestSolution.BenchmarkClass.SampleMethodSortedList" --job "Default" --benchmarkId 0 in C:\Sources\Projects\TestSolution\bin\Release\netcoreapp3.1\5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  20: 262144 op, 911513100.00 ns, 3.4771 us/op
WorkloadActual  21: 262144 op, 824683600.00 ns, 3.1459 us/op
WorkloadActual  22: 262144 op, 687533300.00 ns, 2.6227 us/op
WorkloadActual  23: 262144 op, 652133700.00 ns, 2.4877 us/op
WorkloadActual  24: 262144 op, 585852800.00 ns, 2.2349 us/op
WorkloadActual  25: 262144 op, 1146361500.00 ns, 4.3730 us/op
WorkloadActual  26: 262144 op, 810759400.00 ns, 3.0928 us/op
WorkloadActual  27: 262144 op, 591296300.00 ns, 2.2556 us/op
WorkloadActual  28: 262144 op, 681217100.00 ns, 2.5986 us/op
WorkloadActual  29: 262144 op, 665145100.00 ns, 2.5373 us/op
WorkloadActual  30: 262144 op, 681894300.00 ns, 2.6012 us/op
WorkloadActual  31: 262144 op, 578957500.00 ns, 2.2085 us/op
WorkloadActual  32: 262144 op, 599647700.00 ns, 2.2875 us/op
WorkloadActual  33: 262144 op, 592759700.00 ns, 2.2612 us/op
WorkloadActual  34: 262144 op, 951174200.00 ns, 3.6284 us/op
WorkloadActual  35: 262144 op, 617860900.00 ns, 2.3570 us/op
WorkloadActual  36: 262144 op, 731132900.00 ns, 2.7891 us/op
WorkloadActual  37: 262144 op, 695594200.00 ns, 2.6535 us/op
WorkloadActual  38: 262144 op, 697466600.00 ns, 2.6606 us/op
WorkloadActual  39: 262144 op, 602792000.00 ns, 2.2995 us/op
WorkloadActual  40: 262144 op, 597552400.00 ns, 2.2795 us/op
WorkloadActual  41: 262144 op, 660298000.00 ns, 2.5188 us/op
WorkloadActual  42: 262144 op, 635755500.00 ns, 2.4252 us/op
WorkloadActual  43: 262144 op, 623276700.00 ns, 2.3776 us/op
WorkloadActual  44: 262144 op, 632496300.00 ns, 2.4128 us/op
WorkloadActual  45: 262144 op, 655039700.00 ns, 2.4988 us/op
WorkloadActual  46: 262144 op, 606102700.00 ns, 2.3121 us/op
WorkloadActual  47: 262144 op, 579088600.00 ns, 2.2090 us/op
WorkloadActual  48: 262144 op, 584199100.00 ns, 2.2285 us/op
WorkloadActual  49: 262144 op, 578464300.00 ns, 2.2067 us/op
WorkloadActual  50: 262144 op, 579562500.00 ns, 2.2109 us/op
WorkloadActual  51: 262144 op, 586191200.00 ns, 2.2361 us/op
WorkloadActual  52: 262144 op, 584657200.00 ns, 2.2303 us/op
WorkloadActual  53: 262144 op, 593267000.00 ns, 2.2631 us/op
WorkloadActual  54: 262144 op, 600739000.00 ns, 2.2916 us/op
WorkloadActual  55: 262144 op, 639794400.00 ns, 2.4406 us/op
WorkloadActual  56: 262144 op, 653809000.00 ns, 2.4941 us/op
WorkloadActual  57: 262144 op, 628569100.00 ns, 2.3978 us/op
WorkloadActual  58: 262144 op, 634181400.00 ns, 2.4192 us/op
WorkloadActual  59: 262144 op, 617213600.00 ns, 2.3545 us/op
WorkloadActual  60: 262144 op, 601739600.00 ns, 2.2955 us/op
WorkloadActual  61: 262144 op, 584827500.00 ns, 2.2309 us/op
WorkloadActual  62: 262144 op, 618874200.00 ns, 2.3608 us/op
WorkloadActual  63: 262144 op, 591612700.00 ns, 2.2568 us/op
WorkloadActual  64: 262144 op, 651614900.00 ns, 2.4857 us/op
WorkloadActual  65: 262144 op, 638060100.00 ns, 2.4340 us/op
WorkloadActual  66: 262144 op, 599112300.00 ns, 2.2854 us/op
WorkloadActual  67: 262144 op, 603910100.00 ns, 2.3037 us/op
WorkloadActual  68: 262144 op, 577123700.00 ns, 2.2016 us/op
WorkloadActual  69: 262144 op, 596846800.00 ns, 2.2768 us/op
WorkloadActual  70: 262144 op, 602180800.00 ns, 2.2971 us/op
WorkloadActual  71: 262144 op, 577173900.00 ns, 2.2017 us/op
WorkloadActual  72: 262144 op, 595020400.00 ns, 2.2698 us/op
WorkloadActual  73: 262144 op, 618089000.00 ns, 2.3578 us/op
WorkloadActual  74: 262144 op, 621265400.00 ns, 2.3699 us/op
WorkloadActual  75: 262144 op, 617019800.00 ns, 2.3537 us/op
WorkloadActual  76: 262144 op, 605967700.00 ns, 2.3116 us/op
WorkloadActual  77: 262144 op, 608016200.00 ns, 2.3194 us/op
WorkloadActual  78: 262144 op, 630575600.00 ns, 2.4055 us/op
WorkloadActual  79: 262144 op, 603965200.00 ns, 2.3039 us/op
WorkloadActual  80: 262144 op, 575474400.00 ns, 2.1953 us/op
WorkloadActual  81: 262144 op, 622723200.00 ns, 2.3755 us/op
WorkloadActual  82: 262144 op, 608807900.00 ns, 2.3224 us/op
WorkloadActual  83: 262144 op, 572596100.00 ns, 2.1843 us/op
WorkloadActual  84: 262144 op, 587360400.00 ns, 2.2406 us/op
WorkloadActual  85: 262144 op, 583410000.00 ns, 2.2255 us/op
WorkloadActual  86: 262144 op, 635958600.00 ns, 2.4260 us/op
WorkloadActual  87: 262144 op, 652075700.00 ns, 2.4875 us/op
WorkloadActual  88: 262144 op, 593259800.00 ns, 2.2631 us/op
WorkloadActual  89: 262144 op, 608837900.00 ns, 2.3225 us/op
WorkloadActual  90: 262144 op, 587176600.00 ns, 2.2399 us/op
WorkloadActual  91: 262144 op, 600641800.00 ns, 2.2913 us/op
WorkloadActual  92: 262144 op, 577608300.00 ns, 2.2034 us/op
WorkloadActual  93: 262144 op, 587010500.00 ns, 2.2393 us/op
WorkloadActual  94: 262144 op, 584423700.00 ns, 2.2294 us/op
WorkloadActual  95: 262144 op, 577933200.00 ns, 2.2046 us/op
WorkloadActual  96: 262144 op, 600898100.00 ns, 2.2922 us/op
WorkloadActual  97: 262144 op, 598047800.00 ns, 2.2814 us/op

// AfterActualRun
WorkloadResult   1: 262144 op, 599611600.00 ns, 2.2873 us/op
WorkloadResult   2: 262144 op, 602913700.00 ns, 2.2999 us/op
WorkloadResult   3: 262144 op, 568690800.00 ns, 2.1694 us/op
WorkloadResult   4: 262144 op, 595591800.00 ns, 2.2720 us/op
WorkloadResult   5: 262144 op, 600034000.00 ns, 2.2889 us/op
WorkloadResult   6: 262144 op, 601178300.00 ns, 2.2933 us/op
WorkloadResult   7: 262144 op, 572064300.00 ns, 2.1823 us/op
WorkloadResult   8: 262144 op, 574666000.00 ns, 2.1922 us/op
WorkloadResult   9: 262144 op, 584301300.00 ns, 2.2289 us/op
WorkloadResult  10: 262144 op, 574347000.00 ns, 2.1910 us/op
WorkloadResult  11: 262144 op, 594197600.00 ns, 2.2667 us/op
WorkloadResult  12: 262144 op, 617200800.00 ns, 2.3544 us/op
WorkloadResult  13: 262144 op, 593242500.00 ns, 2.2630 us/op
WorkloadResult  14: 262144 op, 650578000.00 ns, 2.4818 us/op
WorkloadResult  15: 262144 op, 710041700.00 ns, 2.7086 us/op
WorkloadResult  16: 262144 op, 686397700.00 ns, 2.6184 us/op
WorkloadResult  17: 262144 op, 650998100.00 ns, 2.4834 us/op
WorkloadResult  18: 262144 op, 584717200.00 ns, 2.2305 us/op
WorkloadResult  19: 262144 op, 590160700.00 ns, 2.2513 us/op
WorkloadResult  20: 262144 op, 680081500.00 ns, 2.5943 us/op
WorkloadResult  21: 262144 op, 664009500.00 ns, 2.5330 us/op
WorkloadResult  22: 262144 op, 680758700.00 ns, 2.5969 us/op
WorkloadResult  23: 262144 op, 577821900.00 ns, 2.2042 us/op
WorkloadResult  24: 262144 op, 598512100.00 ns, 2.2831 us/op
WorkloadResult  25: 262144 op, 591624100.00 ns, 2.2569 us/op
WorkloadResult  26: 262144 op, 616725300.00 ns, 2.3526 us/op
WorkloadResult  27: 262144 op, 694458600.00 ns, 2.6491 us/op
WorkloadResult  28: 262144 op, 696331000.00 ns, 2.6563 us/op
WorkloadResult  29: 262144 op, 601656400.00 ns, 2.2951 us/op
WorkloadResult  30: 262144 op, 596416800.00 ns, 2.2751 us/op
WorkloadResult  31: 262144 op, 659162400.00 ns, 2.5145 us/op
WorkloadResult  32: 262144 op, 634619900.00 ns, 2.4209 us/op
WorkloadResult  33: 262144 op, 622141100.00 ns, 2.3733 us/op
WorkloadResult  34: 262144 op, 631360700.00 ns, 2.4084 us/op
WorkloadResult  35: 262144 op, 653904100.00 ns, 2.4944 us/op
WorkloadResult  36: 262144 op, 604967100.00 ns, 2.3078 us/op
WorkloadResult  37: 262144 op, 577953000.00 ns, 2.2047 us/op
WorkloadResult  38: 262144 op, 583063500.00 ns, 2.2242 us/op
WorkloadResult  39: 262144 op, 577328700.00 ns, 2.2023 us/op
WorkloadResult  40: 262144 op, 578426900.00 ns, 2.2065 us/op
WorkloadResult  41: 262144 op, 585055600.00 ns, 2.2318 us/op
WorkloadResult  42: 262144 op, 583521600.00 ns, 2.2260 us/op
WorkloadResult  43: 262144 op, 592131400.00 ns, 2.2588 us/op
WorkloadResult  44: 262144 op, 599603400.00 ns, 2.2873 us/op
WorkloadResult  45: 262144 op, 638658800.00 ns, 2.4363 us/op
WorkloadResult  46: 262144 op, 652673400.00 ns, 2.4898 us/op
WorkloadResult  47: 262144 op, 627433500.00 ns, 2.3935 us/op
WorkloadResult  48: 262144 op, 633045800.00 ns, 2.4149 us/op
WorkloadResult  49: 262144 op, 616078000.00 ns, 2.3502 us/op
WorkloadResult  50: 262144 op, 600604000.00 ns, 2.2911 us/op
WorkloadResult  51: 262144 op, 583691900.00 ns, 2.2266 us/op
WorkloadResult  52: 262144 op, 617738600.00 ns, 2.3565 us/op
WorkloadResult  53: 262144 op, 590477100.00 ns, 2.2525 us/op
WorkloadResult  54: 262144 op, 650479300.00 ns, 2.4814 us/op
WorkloadResult  55: 262144 op, 636924500.00 ns, 2.4297 us/op
WorkloadResult  56: 262144 op, 597976700.00 ns, 2.2811 us/op
WorkloadResult  57: 262144 op, 602774500.00 ns, 2.2994 us/op
WorkloadResult  58: 262144 op, 575988100.00 ns, 2.1972 us/op
WorkloadResult  59: 262144 op, 595711200.00 ns, 2.2725 us/op
WorkloadResult  60: 262144 op, 601045200.00 ns, 2.2928 us/op
WorkloadResult  61: 262144 op, 576038300.00 ns, 2.1974 us/op
WorkloadResult  62: 262144 op, 593884800.00 ns, 2.2655 us/op
WorkloadResult  63: 262144 op, 616953400.00 ns, 2.3535 us/op
WorkloadResult  64: 262144 op, 620129800.00 ns, 2.3656 us/op
WorkloadResult  65: 262144 op, 615884200.00 ns, 2.3494 us/op
WorkloadResult  66: 262144 op, 604832100.00 ns, 2.3073 us/op
WorkloadResult  67: 262144 op, 606880600.00 ns, 2.3151 us/op
WorkloadResult  68: 262144 op, 629440000.00 ns, 2.4011 us/op
WorkloadResult  69: 262144 op, 602829600.00 ns, 2.2996 us/op
WorkloadResult  70: 262144 op, 574338800.00 ns, 2.1909 us/op
WorkloadResult  71: 262144 op, 621587600.00 ns, 2.3712 us/op
WorkloadResult  72: 262144 op, 607672300.00 ns, 2.3181 us/op
WorkloadResult  73: 262144 op, 571460500.00 ns, 2.1799 us/op
WorkloadResult  74: 262144 op, 586224800.00 ns, 2.2363 us/op
WorkloadResult  75: 262144 op, 582274400.00 ns, 2.2212 us/op
WorkloadResult  76: 262144 op, 634823000.00 ns, 2.4217 us/op
WorkloadResult  77: 262144 op, 650940100.00 ns, 2.4831 us/op
WorkloadResult  78: 262144 op, 592124200.00 ns, 2.2588 us/op
WorkloadResult  79: 262144 op, 607702300.00 ns, 2.3182 us/op
WorkloadResult  80: 262144 op, 586041000.00 ns, 2.2356 us/op
WorkloadResult  81: 262144 op, 599506200.00 ns, 2.2869 us/op
WorkloadResult  82: 262144 op, 576472700.00 ns, 2.1991 us/op
WorkloadResult  83: 262144 op, 585874900.00 ns, 2.2349 us/op
WorkloadResult  84: 262144 op, 583288100.00 ns, 2.2251 us/op
WorkloadResult  85: 262144 op, 576797600.00 ns, 2.2003 us/op
WorkloadResult  86: 262144 op, 599762500.00 ns, 2.2879 us/op
WorkloadResult  87: 262144 op, 596912200.00 ns, 2.2770 us/op
GC:  338 0 0 532676608 262144
Threading:  2 0 262144

// AfterAll
// Benchmark Process 17048 has exited with code 0

Mean = 2.326 μs, StdErr = 0.013 μs (0.57%), N = 87, StdDev = 0.124 μs
Min = 2.169 μs, Q1 = 2.233 μs, Median = 2.289 μs, Q3 = 2.383 μs, Max = 2.709 μs
IQR = 0.150 μs, LowerFence = 2.008 μs, UpperFence = 2.608 μs
ConfidenceInterval = [2.281 μs; 2.371 μs] (CI 99.9%), Margin = 0.045 μs (1.94% of Mean)
Skewness = 1.15, Kurtosis = 3.71, MValue = 2

// **************************
// Benchmark: BenchmarkClass.SampleMethodHashset: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3.dll" --benchmarkName "TestSolution.BenchmarkClass.SampleMethodHashset" --job "Default" --benchmarkId 2 in C:\Sources\Projects\TestSolution\bin\Release\netcoreapp3.1\5cf6154c-c74d-4bc0-a51a-2d814a6f2fb3\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 1088300.00 ns, 1.0883 ms/op
WorkloadJitting  1: 1 op, 4227000.00 ns, 4.2270 ms/op

OverheadJitting  2: 16 op, 1205000.00 ns, 75.3125 us/op
WorkloadJitting  2: 16 op, 981300.00 ns, 61.3312 us/op

WorkloadPilot    1: 16 op, 44200.00 ns, 2.7625 us/op
WorkloadPilot    2: 32 op, 113600.00 ns, 3.5500 us/op
WorkloadPilot    3: 64 op, 197500.00 ns, 3.0859 us/op
WorkloadPilot    4: 128 op, 291600.00 ns, 2.2781 us/op
WorkloadPilot    5: 256 op, 658200.00 ns, 2.5711 us/op
WorkloadPilot    6: 512 op, 1589600.00 ns, 3.1047 us/op
WorkloadPilot    7: 1024 op, 4073700.00 ns, 3.9782 us/op
WorkloadPilot    8: 2048 op, 4438700.00 ns, 2.1673 us/op
WorkloadPilot    9: 4096 op, 10985400.00 ns, 2.6820 us/op
WorkloadPilot   10: 8192 op, 23369900.00 ns, 2.8528 us/op
WorkloadPilot   11: 16384 op, 40737100.00 ns, 2.4864 us/op
WorkloadPilot   12: 32768 op, 73959000.00 ns, 2.2570 us/op
WorkloadPilot   13: 65536 op, 165815500.00 ns, 2.5301 us/op
WorkloadPilot   14: 131072 op, 294849100.00 ns, 2.2495 us/op
WorkloadPilot   15: 262144 op, 587392100.00 ns, 2.2407 us/op

OverheadWarmup   1: 262144 op, 1142200.00 ns, 4.3571 ns/op
OverheadWarmup   2: 262144 op, 1117300.00 ns, 4.2622 ns/op
OverheadWarmup   3: 262144 op, 1105100.00 ns, 4.2156 ns/op
OverheadWarmup   4: 262144 op, 1136800.00 ns, 4.3365 ns/op
OverheadWarmup   5: 262144 op, 1134200.00 ns, 4.3266 ns/op
OverheadWarmup   6: 262144 op, 1158500.00 ns, 4.4193 ns/op
OverheadWarmup   7: 262144 op, 1354500.00 ns, 5.1670 ns/op
OverheadWarmup   8: 262144 op, 1200500.00 ns, 4.5795 ns/op

OverheadActual   1: 262144 op, 1118700.00 ns, 4.2675 ns/op
OverheadActual   2: 262144 op, 1130600.00 ns, 4.3129 ns/op
OverheadActual   3: 262144 op, 1099800.00 ns, 4.1954 ns/op
OverheadActual   4: 262144 op, 1109000.00 ns, 4.2305 ns/op
OverheadActual   5: 262144 op, 1188000.00 ns, 4.5319 ns/op
OverheadActual   6: 262144 op, 1117500.00 ns, 4.2629 ns/op
OverheadActual   7: 262144 op, 1218100.00 ns, 4.6467 ns/op
OverheadActual   8: 262144 op, 1164800.00 ns, 4.4434 ns/op
OverheadActual   9: 262144 op, 1115900.00 ns, 4.2568 ns/op
OverheadActual  10: 262144 op, 1139700.00 ns, 4.3476 ns/op
OverheadActual  11: 262144 op, 1116100.00 ns, 4.2576 ns/op
OverheadActual  12: 262144 op, 1225200.00 ns, 4.6738 ns/op
OverheadActual  13: 262144 op, 1244100.00 ns, 4.7459 ns/op
OverheadActual  14: 262144 op, 1095400.00 ns, 4.1786 ns/op
OverheadActual  15: 262144 op, 1116100.00 ns, 4.2576 ns/op

WorkloadWarmup   1: 262144 op, 591107500.00 ns, 2.2549 us/op
WorkloadWarmup   2: 262144 op, 584966500.00 ns, 2.2315 us/op
WorkloadWarmup   3: 262144 op, 564835500.00 ns, 2.1547 us/op
WorkloadWarmup   4: 262144 op, 576600700.00 ns, 2.1996 us/op
WorkloadWarmup   5: 262144 op, 587026200.00 ns, 2.2393 us/op
WorkloadWarmup   6: 262144 op, 591198100.00 ns, 2.2552 us/op
WorkloadWarmup   7: 262144 op, 588386900.00 ns, 2.2445 us/op
WorkloadWarmup   8: 262144 op, 575553700.00 ns, 2.1956 us/op
WorkloadWarmup   9: 262144 op, 568622100.00 ns, 2.1691 us/op
WorkloadWarmup  10: 262144 op, 584064100.00 ns, 2.2280 us/op
WorkloadWarmup  11: 262144 op, 580830000.00 ns, 2.2157 us/op

// BeforeActualRun
WorkloadActual   1: 262144 op, 586280800.00 ns, 2.2365 us/op
WorkloadActual   2: 262144 op, 579431200.00 ns, 2.2104 us/op
WorkloadActual   3: 262144 op, 584004800.00 ns, 2.2278 us/op
WorkloadActual   4: 262144 op, 582683100.00 ns, 2.2228 us/op
WorkloadActual   5: 262144 op, 578076100.00 ns, 2.2052 us/op
WorkloadActual   6: 262144 op, 594362600.00 ns, 2.2673 us/op
WorkloadActual   7: 262144 op, 580408400.00 ns, 2.2141 us/op
WorkloadActual   8: 262144 op, 583917700.00 ns, 2.2275 us/op
WorkloadActual   9: 262144 op, 579999600.00 ns, 2.2125 us/op
WorkloadActual  10: 262144 op, 573419500.00 ns, 2.1874 us/op
WorkloadActual  11: 262144 op, 587833300.00 ns, 2.2424 us/op
WorkloadActual  12: 262144 op, 578777400.00 ns, 2.2079 us/op
WorkloadActual  13: 262144 op, 582089000.00 ns, 2.2205 us/op
WorkloadActual  14: 262144 op, 583480700.00 ns, 2.2258 us/op
WorkloadActual  15: 262144 op, 574231000.00 ns, 2.1905 us/op

// AfterActualRun
WorkloadResult   1: 262144 op, 585162100.00 ns, 2.2322 us/op
WorkloadResult   2: 262144 op, 578312500.00 ns, 2.2061 us/op
WorkloadResult   3: 262144 op, 582886100.00 ns, 2.2235 us/op
WorkloadResult   4: 262144 op, 581564400.00 ns, 2.2185 us/op
WorkloadResult   5: 262144 op, 576957400.00 ns, 2.2009 us/op
WorkloadResult   6: 262144 op, 579289700.00 ns, 2.2098 us/op
WorkloadResult   7: 262144 op, 582799000.00 ns, 2.2232 us/op
WorkloadResult   8: 262144 op, 578880900.00 ns, 2.2083 us/op
WorkloadResult   9: 262144 op, 572300800.00 ns, 2.1832 us/op
WorkloadResult  10: 262144 op, 586714600.00 ns, 2.2381 us/op
WorkloadResult  11: 262144 op, 577658700.00 ns, 2.2036 us/op
WorkloadResult  12: 262144 op, 580970300.00 ns, 2.2162 us/op
WorkloadResult  13: 262144 op, 582362000.00 ns, 2.2215 us/op
WorkloadResult  14: 262144 op, 573112300.00 ns, 2.1862 us/op
GC:  359 0 0 564134968 262144
Threading:  2 0 262144

// AfterAll
// Benchmark Process 16696 has exited with code 0

Mean = 2.212 μs, StdErr = 0.004 μs (0.19%), N = 14, StdDev = 0.016 μs
Min = 2.183 μs, Q1 = 2.204 μs, Median = 2.213 μs, Q3 = 2.223 μs, Max = 2.238 μs
IQR = 0.019 μs, LowerFence = 2.176 μs, UpperFence = 2.251 μs
ConfidenceInterval = [2.194 μs; 2.230 μs] (CI 99.9%), Margin = 0.018 μs (0.81% of Mean)
Skewness = -0.28, Kurtosis = 2.12, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\TestSolution.BenchmarkClass-report.csv
  BenchmarkDotNet.Artifacts\results\TestSolution.BenchmarkClass-report-github.md
  BenchmarkDotNet.Artifacts\results\TestSolution.BenchmarkClass-report.html

// * Detailed results *
BenchmarkClass.SampleMethodSortedList: DefaultJob
Runtime = .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT; GC = Concurrent Workstation
Mean = 3.506 μs, StdErr = 0.024 μs (0.68%), N = 94, StdDev = 0.230 μs
Min = 3.169 μs, Q1 = 3.329 μs, Median = 3.470 μs, Q3 = 3.653 μs, Max = 4.199 μs
IQR = 0.324 μs, LowerFence = 2.842 μs, UpperFence = 4.140 μs
ConfidenceInterval = [3.425 μs; 3.587 μs] (CI 99.9%), Margin = 0.081 μs (2.30% of Mean)
Skewness = 0.96, Kurtosis = 3.57, MValue = 3.11
-------------------- Histogram --------------------
[3.151 μs ; 3.277 μs) | @@@@@@@@@@@
[3.277 μs ; 3.410 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@
[3.410 μs ; 3.552 μs) | @@@@@@@@@@@@@@@@@@@@@@@
[3.552 μs ; 3.741 μs) | @@@@@@@@@@@@@@@@@@@@@
[3.741 μs ; 3.886 μs) | @@@@@
[3.886 μs ; 3.981 μs) | 
[3.981 μs ; 4.114 μs) | @@@@
[4.114 μs ; 4.266 μs) | @@
---------------------------------------------------

BenchmarkClass.SampleMethodDictionary: DefaultJob
Runtime = .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT; GC = Concurrent Workstation
Mean = 2.326 μs, StdErr = 0.013 μs (0.57%), N = 87, StdDev = 0.124 μs
Min = 2.169 μs, Q1 = 2.233 μs, Median = 2.289 μs, Q3 = 2.383 μs, Max = 2.709 μs
IQR = 0.150 μs, LowerFence = 2.008 μs, UpperFence = 2.608 μs
ConfidenceInterval = [2.281 μs; 2.371 μs] (CI 99.9%), Margin = 0.045 μs (1.94% of Mean)
Skewness = 1.15, Kurtosis = 3.71, MValue = 2
-------------------- Histogram --------------------
[2.159 μs ; 2.223 μs) | @@@@@@@@@@@@@@@
[2.223 μs ; 2.296 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[2.296 μs ; 2.372 μs) | @@@@@@@@@@@@@@@@
[2.372 μs ; 2.471 μs) | @@@@@@@@@
[2.471 μs ; 2.544 μs) | @@@@@@@@
[2.544 μs ; 2.662 μs) | @@@@@
[2.662 μs ; 2.745 μs) | @
---------------------------------------------------

BenchmarkClass.SampleMethodHashset: DefaultJob
Runtime = .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT; GC = Concurrent Workstation
Mean = 2.212 μs, StdErr = 0.004 μs (0.19%), N = 14, StdDev = 0.016 μs
Min = 2.183 μs, Q1 = 2.204 μs, Median = 2.213 μs, Q3 = 2.223 μs, Max = 2.238 μs
IQR = 0.019 μs, LowerFence = 2.176 μs, UpperFence = 2.251 μs
ConfidenceInterval = [2.194 μs; 2.230 μs] (CI 99.9%), Margin = 0.018 μs (0.81% of Mean)
Skewness = -0.28, Kurtosis = 2.12, MValue = 2
-------------------- Histogram --------------------
[2.175 μs ; 2.247 μs) | @@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.13.0, OS=Windows 10.0.19043.1110 (21H1/May2021Update)
Unknown processor
.NET SDK=5.0.302
  [Host]     : .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT  [AttachedDebugger]
  DefaultJob : .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT


|                 Method |     Mean |     Error |    StdDev |   Median |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|----------------------- |---------:|----------:|----------:|---------:|-------:|------:|------:|----------:|
| SampleMethodSortedList | 3.506 μs | 0.0805 μs | 0.2298 μs | 3.470 μs | 0.7668 |     - |     - |      1 KB |
| SampleMethodDictionary | 2.326 μs | 0.0451 μs | 0.1235 μs | 2.289 μs | 1.2894 |     - |     - |      2 KB |
|    SampleMethodHashset | 2.212 μs | 0.0178 μs | 0.0158 μs | 2.213 μs | 1.3695 |     - |     - |      2 KB |

// * Warnings *
Environment
  Summary -> Benchmark was executed with attached debugger
MultimodalDistribution
  BenchmarkClass.SampleMethodSortedList: Default -> It seems that the distribution can have several modes (mValue = 3.11)

// * Hints *
Outliers
  BenchmarkClass.SampleMethodSortedList: Default -> 6 outliers were removed (4.37 μs..5.17 μs)
  BenchmarkClass.SampleMethodDictionary: Default -> 10 outliers were removed (2.79 μs..4.65 μs)
  BenchmarkClass.SampleMethodHashset: Default    -> 1 outlier  was  removed (2.27 μs)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 μs      : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:03:13 (193.1 sec), executed benchmarks: 3

Global total time: 00:03:26 (206.88 sec), executed benchmarks: 3
// * Artifacts cleanup *
